Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\24-104\24-104_DIA_7.d	H:\24-104\24-104_DIA_8.d	H:\24-104\24-104_DIA_9.d	H:\24-104\24-104_DIA_10.d	H:\24-104\24-104_DIA_11.d	H:\24-104\24-104_DIA_12.d
orf19.264	orf19.264	orf19.264	orf19.264		6480.98	4879.34	3763.94	7396.75	9254.77	14706
orf19.2640	orf19.2640	FUR1	FUR1		154850	134863	165945	147462	142311	177433
orf19.2641	orf19.2641	ARP1	ARP1		10842.1	9008.93	9834.05	14129	12792	20580
orf19.2642	orf19.2642	orf19.2642	orf19.2642		23584.9	22380.6	25425.9	41647.7	38829.2	38784.2
orf19.2643	orf19.2643	RPO26	RPO26		12246.5	15219.9	12021.6	16600.7	16832.1	23267.4
orf19.2644	orf19.2644	QCR2	QCR2		1.28658e+06	1.3973e+06	1.39766e+06	1.11857e+06	1.00407e+06	944391
orf19.2646	orf19.2646	ZCF13	ZCF13		3474.94	3462.06	3937.87	4625.24	5923.33	5698.87
orf19.2647	orf19.2647	ZCF14	ZCF14		2541.42	1873.27	3068.07	4511.79	7139.79	6712.16
orf19.265	orf19.265	orf19.265	orf19.265					1126.82	1887.39	1961.78
orf19.2650	orf19.2650	orf19.2650	orf19.2650		6976.56	4911.46	5787.47	3911.78	5047.54	7123.02
orf19.2651	orf19.2651	CAM1-1	CAM1-1		283751	258718	258870	79734.2	133358	146827
orf19.2653	orf19.2653	orf19.2653	orf19.2653		7104.1	7375.83	7240.1	15696.9	16350	18973.8
orf19.2654	orf19.2654	RMS1	RMS1		46925.8	42121	43167.4	34914.5	35207.7	43341.1
orf19.2655	orf19.2655	BUB3	BUB3		44375.6	47483.3	51025.8	123796	119521	114204
orf19.2660	orf19.2660	EAF3	EAF3		6948.73	5234.49	6245.1	8854.25	9678.58	9246.82
orf19.2663	orf19.2663	orf19.2663	orf19.2663		18168.6	13980.9	14120.9	20955.3	24224	31114.7
orf19.2664	orf19.2664	orf19.2664	orf19.2664		67550.4	55058.6	53113.1	38840.1	58581	71058.6
orf19.2665	orf19.2665	MSN5	MSN5		41676.5	35015.4	36393.1	29557.4	43511.7	45864.1
orf19.2667	orf19.2667	RPF1	RPF1		23431.2	24527.9	31915	13946.5	15790	12782.1
orf19.267	orf19.267	orf19.267	orf19.267		34233.8	35356.7	33955.4	40647.7	33318.3	42889.7
orf19.2670	orf19.2670	orf19.2670	orf19.2670		17332.3	16354.8	14983.7	31764.6	29587.9	33576.4
orf19.2671	orf19.2671	orf19.2671	orf19.2671		9499.84	11878.6	13413.3	13614.4	12645.1	18256.6
orf19.2672	orf19.2672	NCP1	NCP1		190077	186198	205585	165228	129556	149620
orf19.2673	orf19.2673	orf19.2673	orf19.2673		25637.8	31714.5	30774.6	37285.6	32183.9	32399.7
orf19.2675	orf19.2675	orf19.2675	orf19.2675		26971.6	21463.7	25146.6	24079	33069.6	38483.6
orf19.2676	orf19.2676	orf19.2676	orf19.2676		17711.7	16532.9	14126.7	16100.1	17272.2	19027.1
orf19.2677	orf19.2677	orf19.2677	orf19.2677		14588.2	16538.1	20226.9	17389	16209.5	16598.2
orf19.2678	orf19.2678	BUB1	BUB1		4842.84	4570.25	5119.83	9870.55	15316.9	13588
orf19.268	orf19.268	orf19.268	orf19.268		5870.58	5575.06	3526.51	2037.56	1962.41	5751.67
orf19.2680	orf19.2680	orf19.2680	orf19.2680		3556.49	3092.95	3564.77	3615.01	4129.7	4951.93
orf19.2682	orf19.2682	orf19.2682	orf19.2682		80588.3	92671.7	72313.7	129116	143764	133418
orf19.2684	orf19.2684	orf19.2684	orf19.2684		80152.9	67321.7	70818.3	77465	98512.7	102097
orf19.2686	orf19.2686	orf19.2686	orf19.2686		41167.2	34810.5	40375.1	22121	22968.8	21070.2
orf19.2687.1	orf19.2687.1	orf19.2687.1	orf19.2687.1		4518.41	2095.2	4094.86		1608.58	
orf19.2688	orf19.2688	NAN1	NAN1		31405.7	28905.4	36367.4	16827.8	24347	25648.8
orf19.269	orf19.269	SES1	SES1		855829	858320	863536	580967	496919	562203
orf19.2690	orf19.2690	orf19.2690	orf19.2690		42602.8	35843.7	32263.4	50819.5	63049.8	89366.2
orf19.2693	orf19.2693	GST2	GST2		65976.6	64026.8	68890.6	168834	187748	208965
orf19.2694	orf19.2694	TYS1	TYS1		309746	270453	274923	206307	207734	225226
orf19.2695	orf19.2695	UBR1	UBR1		66998.6	53685.5	62058.9	59241.5	88704.9	102619
orf19.2697	orf19.2697	orf19.2697	orf19.2697		6559.86	4641.16	4913.49	8468.11	11066.6	11840
orf19.2698	orf19.2698	orf19.2698	orf19.2698				10730.3			67513.9
orf19.2699	orf19.2699	ABP1	ABP1		266368	275614	269606	584418	574777	575063
orf19.27	orf19.27	orf19.27	orf19.27		3257.6	6170.72	4466.84	5390.43	6431.65	4724.43
orf19.2703	orf19.2703	orf19.2703	orf19.2703		5091.02	5630.57				10209
orf19.2706	orf19.2706	CRH11	CRH11		22689.1	32450.3	31354.8	14686.9	15586.9	16265
orf19.2707.1	orf19.2707.1	QCR9	QCR9		26403.8	51548	28825.6	2955.74	2483.28	5384.06
orf19.2708	orf19.2708	orf19.2708	orf19.2708		49471.2	49402.2	47868.4	27044.4	28805	29911.4
orf19.2709	orf19.2709	ZUO1	ZUO1		542382	563759	607495	388478	313543	333742
orf19.271	orf19.271	ADH4	ADH4					7515.06	9073.3	13910.9
orf19.2710	orf19.2710	orf19.2710	orf19.2710		46364.2	37935.3	37922.2	78141	74217.4	82071.4
orf19.2711	orf19.2711	orf19.2711	orf19.2711		50911	43605.8	59295.3	32925.7	31073	45652.4
orf19.2711.1	orf19.2711.1	MED20	MED20		18246.3	17672.3	20133.1	24251.5	18037.2	21099.8
orf19.2712	orf19.2712	HCA4	HCA4		36675.6	35052.2	37474.9	27281.1	34574.2	36313
orf19.2715	orf19.2715	RPC53	RPC53		80470.4	84095.7	89873.2	147542	140794	146382
orf19.2717	orf19.2717	SAS10	SAS10		114384	131552	130664	74015	62611.5	69184.1
orf19.272	orf19.272	FAA21	FAA21		61384.1	43110.6	59680.7	21631.9	22813.7	20703.7
orf19.2720	orf19.2720	orf19.2720	orf19.2720		158906	148816	143494	101972	140709	188419
orf19.2721	orf19.2721	orf19.2721	orf19.2721		43994.4	51851.6	46803.2	133650	136808	136857
orf19.2722	orf19.2722	CGR1	CGR1		26385.6	28334	30338.1	73404.7	66242.1	60651.6
orf19.2723	orf19.2723	HIT1	HIT1		31488.4	34244.9	37842.8	19431.2	15813.4	17333.5
orf19.2724	orf19.2724	orf19.2724	orf19.2724		405.323	630.193		3066.97	4758.61	3919.25
orf19.2727	orf19.2727	GRX3	GRX3		312236	423153	257765	259891	195691	239368
orf19.2728	orf19.2728	orf19.2728	orf19.2728		1865.63	1812.16	1586.49	3421.91	3919.98	4332.51
orf19.273	orf19.273	orf19.273	orf19.273		26855.9	25880.8	27997.2	50639.5	63899.8	62997.6
orf19.2733	orf19.2733	orf19.2733	orf19.2733		26736.4	24519.6	25096.7	55592.1	54054.5	58187.6
orf19.2735	orf19.2735	SEN2	SEN2		2914.87	2592.1	3940.67		3151.92	2187.84
orf19.2736	orf19.2736	HFL2	HFL2		58125.9	57199.2	65451.1	62316.5	49281.8	43649.7
orf19.2737	orf19.2737	orf19.2737	orf19.2737		102441	94996.7	112181	274377	296111	315135
orf19.2739	orf19.2739	orf19.2739	orf19.2739		18100.8	19838	20554.8	53970.8	46834.5	51398.4
orf19.274	orf19.274	TFC4	TFC4		2959.7	2652.52	3119.64	1908.71	2810.94	2425.49
orf19.2740	orf19.2740	orf19.2740	orf19.2740		4185.05	3687.51	4812.79	5280.22	4306.36	6326.22
orf19.2746	orf19.2746	EMP70	EMP70		125379	100073	109320	65202.2	110969	99571
orf19.2747	orf19.2747	RGT1	RGT1		7702.44	6229.85	3957.22	7601.96	9698.22	10544.9
orf19.2749	orf19.2749	orf19.2749	orf19.2749		18216.1	19282.8	17800	11078.7	16287.4	16332
orf19.275	orf19.275	orf19.275	orf19.275		5022.45	5520.53	6050.42	4390.01	4568.05	4288.79
orf19.2752	orf19.2752	ADR1	ADR1		5892.31	5385.06	6746.82	7566.44	9962.23	9986.68
orf19.2753	orf19.2753	ZCF15	ZCF15		9432.26	6707.17	7792.76	12414.7	13771.6	15864.2
orf19.2754	orf19.2754	TIM13	TIM13		50382.5	62428.3	85824.7	53422.8	38506.5	36315.1
orf19.2755	orf19.2755	orf19.2755	orf19.2755		134046	149421	146342	155423	140209	139222
orf19.2756	orf19.2756	orf19.2756	orf19.2756		7103.82	6183.84	5190.2	5188.07	11325.8	9195.43
orf19.2757	orf19.2757	orf19.2757	orf19.2757		12806.2	15908.5	13199.3	22655.3	21093.8	19886.4
orf19.2760	orf19.2760	orf19.2760	orf19.2760		19078	14639.1	14657.6	16119.3	18314.6	22563.3
orf19.2761	orf19.2761	orf19.2761	orf19.2761		4125.85	4155.68	3465.66	4586.59	9154.55	7647.35
orf19.2762	orf19.2762	AHP1	AHP1		762182	715384	628777	774966	438781	442834
orf19.2763	orf19.2763	orf19.2763	orf19.2763		8716.33	7672.41	8670.45	8336.04	7497.31	9614.56
orf19.2765	orf19.2765	PGA62	PGA62			1290.41		1217.9	652.62	299.255
orf19.2768	orf19.2768	AMS1	AMS1		47573	44396.5	44417.4	231465	186371	238873
orf19.2769	orf19.2769	orf19.2769	orf19.2769		299133	316491	299378	1.04664e+06	1.1917e+06	976082
orf19.2770	orf19.2770	orf19.2770	orf19.2770		8872	9647.11	10899.6	39538.1	46298.2	38318.6
orf19.2770.1	orf19.2770.1	SOD1	SOD1		99223.3	128892	162058	115798	162981	124948
orf19.2771	orf19.2771	BEM3	BEM3		23717.9	21261.9	17382.6	41918.6	45341	47272.7
orf19.2772	orf19.2772	HOS3	HOS3		19554.2	20416.2	23289.6	13432.7	17758.5	17786.4
orf19.2774	orf19.2774	LAB5	LAB5		38568.4	33890.2	40467.1	9463.2	5917.42	4725.19
orf19.2775	orf19.2775	IDI1	IDI1		528906	467496	420783	413223	250842	279721
orf19.2778	orf19.2778	orf19.2778	orf19.2778		6933.37	6621.25	7174.77	4977.2	7759.29	8060.65
orf19.2782	orf19.2782	orf19.2782	orf19.2782		245493	246337	234391	257146	262495	215507
orf19.2785	orf19.2785	ATP7	ATP7		807510	1.01112e+06	891064	939298	897807	820665
orf19.2786	orf19.2786	orf19.2786	orf19.2786		16422.5	13106.9	14060	8065.14	15767.1	16985.7
orf19.2789	orf19.2789	orf19.2789	orf19.2789		1757.58	1924.23	2355.71	1111.99	1939.47	1781.98
orf19.279	orf19.279	orf19.279	orf19.279		3737.65	3010.06	657.148	1583.28	12928.4	16306.5
orf19.2790	orf19.2790	SWD2	SWD2		2960.24	2547.33	3737.63	3169.97	3022.71	4365.55
orf19.2791	orf19.2791	BBC1	BBC1		30662.2	26077.1	27324.6	53189.5	50485.4	50236.9
orf19.2792	orf19.2792	IST2	IST2		105568	85948.2	95852.5	79130.7	139227	126794
orf19.2794	orf19.2794	orf19.2794	orf19.2794		52272.8	52959.7	55927.3	83622.9	78707.2	64603.1
orf19.2795	orf19.2795	LHP1	LHP1		193844	190705	181500	169870	158305	154764
orf19.2796	orf19.2796	orf19.2796	orf19.2796		40056.6	39528.1	44173.4	44287.4	38361.7	41114.6
orf19.2798	orf19.2798;orf19.2797	orf19.2798	orf19.2798		1146.25	1300.21	1203.28	972.042	625.96	754.05
orf19.2799	orf19.2799	GPI8	GPI8		18994.9	17095.2	16298	21855.5	19480.2	22439.9
orf19.28	orf19.28	orf19.28	orf19.28		8067.48	6482.7	3403.17	2484.46	5850.04	5241.92
orf19.2803	orf19.2803	HEM13	HEM13		228151	210614	207746	174530	118323	110900
orf19.2805	orf19.2805	PEX8	PEX8		4698.97	4495.41	5158.94	3167.92	7369.55	6915.62
orf19.2808	orf19.2808	ZCF16	ZCF16		3032.11	2684.4	3144.82	4486.35	7253.83	8413.56
orf19.2809	orf19.2809	CTN3	CTN3		874.724	865.531	1230.84	1486.42	2151.86	2534.71
orf19.2818	orf19.2818	orf19.2818	orf19.2818		4325.85	3933.28	3852.69	5354.49	7413.04	8733.89
orf19.2819	orf19.2819	orf19.2819	orf19.2819		5260.18	3906.9	1843.73	2692.39	5571.96	6166.61
orf19.2820	orf19.2820	orf19.2820	orf19.2820		68754.8	70461.1	67848.1	86663.1	87419.2	83093.5
orf19.2821	orf19.2821	orf19.2821	orf19.2821		28298.3	24500.1	27623.8	16063.9	13115.2	14151.3
orf19.2822	orf19.2822	orf19.2822	orf19.2822		21460.6	19177.6	25196.4	38863.5	39561.5	41266.7
orf19.2823	orf19.2823	RFG1	RFG1		18774.1	12281.3	6081.85	12119.5	11155.1	11220.7
orf19.2825	orf19.2825	DRE2	DRE2		83670.2	87878.5	89564.5	86662.2	82162.1	63401.4
orf19.2826	orf19.2826	orf19.2826	orf19.2826		22599.9	23386.9	28186.3	17876.4	16832.3	21742.9
orf19.2827	orf19.2827	orf19.2827	orf19.2827		14127.4	15292.8	14217.6	15645.7	14047.1	14541.7
orf19.2828	orf19.2828	orf19.2828	orf19.2828		47345.3	51772.4	58395	102285	97168.5	103203
orf19.2829	orf19.2829	orf19.2829	orf19.2829		39260	34542.3	43447	82503.1	70385.1	104741
orf19.2830	orf19.2830	RRP9	RRP9		30632.8	25572.2	34223.6	14608.1	13685.3	18401.1
orf19.2831	orf19.2831	RPC31	RPC31		29421.5	37139.4	51937.8	40437.1	37037.6	25491
orf19.2832	orf19.2832	INN1	INN1		21173.6	17903.7	21430.9	18600.3	19944.1	16230.4
orf19.2834	orf19.2834	RPD3	RPD3		37782.9	37943.8	43360.2	55803.4	49316.5	58363.3
orf19.2835	orf19.2835	orf19.2835	orf19.2835		89894.5	94019.6	103216	142536	114484	129840
orf19.2837	orf19.2837	ALG5	ALG5		17323.5	17281.7	17289.1	19431	24398.5	25593.6
orf19.2839	orf19.2839	CIRT4B	CIRT4B		1600.46	1877.64	1304.34	1311.84	2504.9	1462.05
orf19.284	orf19.284	orf19.284	orf19.284		1732.08	4359.53				5323.77
orf19.2841	orf19.2841	PGM2	PGM2		429747	375018	422899	463433	494216	543560
orf19.2842	orf19.2842	GZF3	GZF3		77898.8	71735.4	58164.9	58869.3	53634.5	65051.8
orf19.2843	orf19.2843	RHO1	RHO1		315050	281891	284512	211612	174535	149270
orf19.2844	orf19.2844	APL4	APL4		36134	29222.4	31621.6	28025.1	43200.5	44260.6
orf19.2846	orf19.2846	orf19.2846	orf19.2846		40250	43585.6	44620.2	72268.6	47351.9	52969.4
orf19.2847	orf19.2847	orf19.2847	orf19.2847		29344.3	20191.6	23761.7	12552.9	17791.5	21928.2
orf19.2848	orf19.2848	orf19.2848	orf19.2848		4369.96	5179.32	3561.78	12646.4	8974.2	20521.1
orf19.285	orf19.285	orf19.285	orf19.285		43299.7	36192.1	33695.3	48252.2	47566.8	48932.8
orf19.2850	orf19.2850	orf19.2850	orf19.2850		38962.9	40435.5	36660.6	51382.9	56162.3	53989.4
orf19.2851	orf19.2851	orf19.2851	orf19.2851		15357.1	11839.5	12720.8	2676.45	7565.53	5480.71
orf19.2852	orf19.2852	orf19.2852	orf19.2852		81698.2	71393.7	76837.5	28208.6	21762.3	24795.5
orf19.2853	orf19.2853	orf19.2853	orf19.2853		7588.4	11577.6	10727.8	9067.88	8101.8	11111.4
orf19.2857	orf19.2857	orf19.2857	orf19.2857		22678	21698.1	22360	26747.8	41089.8	43062.3
orf19.2859	orf19.2859	SRP40	SRP40		35061.6	40356.4	32535.1	17501.9	16324.4	14913.3
orf19.2862	orf19.2862	RIB1	RIB1		28676.1	22266.2	24610	63959.3	52086.5	56273.5
orf19.2863	orf19.2863	orf19.2863	orf19.2863		136899	121242	106082	199016	173153	215663
orf19.2863.1	orf19.2863.1	ERV1	ERV1		17224.8	24476.1	15198.4	29669.8	25854.8	52333.6
orf19.2864.1	orf19.2864.1	RPL28	RPL28		543237	429206	177224	76984	155220	432468
orf19.2867	orf19.2867	orf19.2867	orf19.2867		58146.2	66645.8	58959	125780	129367	165831
orf19.287	orf19.287	orf19.287	orf19.287		158283	176000	158914	79029	63669.8	68642.6
orf19.2871	orf19.2871	SDH12	SDH12		824191	755871	783719	515953	465867	473696
orf19.2873	orf19.2873	TOP2	TOP2		37219.9	28767.7	26820.7	28784.7	42845.1	52211.9
orf19.2875	orf19.2875	orf19.2875	orf19.2875		100670	89372.7	120383	126099	99977.7	101771
orf19.2876	orf19.2876	CBF1	CBF1		45527.4	41528.2	48818.6	31621.4	28004.3	25370.7
orf19.2877	orf19.2877	PDC11	PDC11		1.62619e+06	1.23267e+06	1.02605e+06	489993	438055	563967
orf19.288	orf19.288	MET13	MET13		80616.4	80320.2	72599.1	37479.5	35712.5	53993.3
orf19.2881	orf19.2881	MNN4	MNN4		7371.35	7663.06	7074.09	3180.48	3815.38	4061.56
orf19.2883	orf19.2883	CSO99	CSO99		5434.24	3731.61	4626.56			3956
orf19.2884	orf19.2884	CDC68	CDC68		140673	110179	129355	144710	201959	227998
orf19.2885	orf19.2885	PRI2	PRI2		5290.62	6257.97	6546.6	3672.45	5722.5	6488.03
orf19.2886	orf19.2886	CEK1	CEK1		33119.8	31886.1	36303.9	48934.5	53755.9	70748.6
orf19.2887	orf19.2887	orf19.2887	orf19.2887		44018.7	53369.4	39012.3	15755	11168.1	14298.9
orf19.2888	orf19.2888	orf19.2888	orf19.2888		39067.8	36531.3	30461.7	55012.3	56052.9	67173.5
orf19.2889	orf19.2889	orf19.2889	orf19.2889		33767.2	51434.5	35501.3	50995.2	67403.9	90061.7
orf19.2890	orf19.2890	orf19.2890	orf19.2890		10650.3	8320.83	7355.66	8994.51	7515.89	7788.11
orf19.2891	orf19.2891	orf19.2891	orf19.2891		13058.6	9900.16	12930	6321.08	7179.31	8965.9
orf19.2892	orf19.2892	orf19.2892	orf19.2892		11188.3	8306	7622	17142.4	14729.1	22206.1
orf19.2893	orf19.2893	orf19.2893	orf19.2893		7180.75	6765.4	8187.85	7074.68	10401.6	10847.6
orf19.2895	orf19.2895	VMA8	VMA8		33683.6	30228.9	30738	52503.2	48232.1	48782.2
orf19.2896	orf19.2896	SOU1	SOU1		73816.6	71256	83179.4	84336.2	75193.3	74488.3
orf19.2898	orf19.2898	orf19.2898	orf19.2898		5580.49	4736.93	6111.46	4622.71		
orf19.2899	orf19.2899	orf19.2899	orf19.2899					1847.88	1133.03	2047.82
orf19.29	orf19.29	orf19.29	orf19.29		8097.67	7202.55	9467.41	6783.08	11153.5	11188.3
orf19.290	orf19.290	KRE5	KRE5		26218.4	20671.6	24900.6	21018.2	29587.9	30770.9
orf19.2901	orf19.2901	NUP60	NUP60		149860	155039	159426	177146	160712	173337
orf19.2903	orf19.2903	AGO1	AGO1		19770.2	19255.5	22221.5	23175.6	37599.6	38196.7
orf19.2905	orf19.2905	orf19.2905	orf19.2905		2372.9	3151.29	4317.25	6188.64	6790.8	7690.11
orf19.2907.1	orf19.2907.1	orf19.2907.1	orf19.2907.1		76915.5	108630	34158.6	35233.3	56483.2	104489
orf19.2909	orf19.2909	ERG26	ERG26		39115	34094	27656.3	24710.3	38290.9	36663.1
orf19.2911	orf19.2911	SEC3	SEC3		24705.4	24272.1	25155	32321.9	27990	37543.6
orf19.2914	orf19.2914	orf19.2914	orf19.2914		5829.58	5207.4	4839.6	5339.48	4833.58	7937.89
orf19.2915	orf19.2915	orf19.2915	orf19.2915		27563.4	30033.6	28579.5	40257.1	34637.6	44562.4
orf19.2917	orf19.2917	orf19.2917	orf19.2917		138943	146678	158980	88369.7	75243.4	78050.7
orf19.2917.1	orf19.2917.1	orf19.2917.1	orf19.2917.1		3367.44	23276.1	3738.57	5106.66	5378.7	23044.9
orf19.2919	orf19.2919	MPH1	MPH1		3360.36	3340.18	2873.77	12176.9	16395.8	19880
orf19.2920	orf19.2920	orf19.2920	orf19.2920		47055.9	56218.6	53887.2	51644.6	43873.8	39332.2
orf19.2923	orf19.2923	orf19.2923	orf19.2923		3758.98	3615.74	3863.65	3129.62	3437.56	4269.54
orf19.2925	orf19.2925	orf19.2925	orf19.2925		8038.79	6647.46	7201.99	6389.16	7737.93	7519.49
orf19.2926	orf19.2926	orf19.2926	orf19.2926			1390.42		4790.03	4848.67	5345.93
orf19.2927	orf19.2927	MNN11	MNN11		31789.4	20359.5	21393.3	12174.7	15341.4	18366.6
orf19.2928	orf19.2928	orf19.2928	orf19.2928		11362.7	7450.75	9061.4	9435.88	9632.28	27950.6
orf19.2929	orf19.2929	GSC1	GSC1		202527	152709	167454	70469.4	94503	97735.3
orf19.2930	orf19.2930	orf19.2930	orf19.2930		79287.3	67897.3	77437.3	97982.1	96783.1	96512.2
orf19.2933	orf19.2933	orf19.2933	orf19.2933		26432.8	27154.8	27918.5	103299	92141.9	95372
orf19.2934	orf19.2934	orf19.2934	orf19.2934		37294.5	46496.3	50393.7	24841.5	18643.6	18312.7
orf19.2935	orf19.2935	RPL10	RPL10		126349	93119.5	69010.8	44799.1	61093.4	53399.4
orf19.2936	orf19.2936	orf19.2936	orf19.2936		731.527	872.102	830.195	2948.4	2225.96	1997.51
orf19.2937	orf19.2937	PMM1	PMM1		1.33645e+06	1.27132e+06	1.17024e+06	1.09323e+06	1.00498e+06	1.06126e+06
orf19.2938	orf19.2938	orf19.2938	orf19.2938		32018.5	27925.6	31437.8	17361.4	19325.6	18750.6
orf19.2939	orf19.2939	orf19.2939	orf19.2939		17533.4	10008.2	5292.18	11419.2	6284.65	7146.06
orf19.2940	orf19.2940	orf19.2940	orf19.2940		15770.2	19139.7	21105.3	27814.1	22367.3	23902.7
orf19.2942	orf19.2942	DIP5	DIP5		6246.42	5171.41	8528.41	4504.29	5573.88	5291.92
orf19.2947	orf19.2947	SNZ1	SNZ1		443431	426559	463805	549770	496330	458177
orf19.2948	orf19.2948	SNO1	SNO1		56691.5	51800.2	60242.8	34763.9	26160.5	18095.5
orf19.2949	orf19.2949	IML1	IML1		3904.26	3353.87	3721.61	1392.31	3716.47	3033.91
orf19.2951	orf19.2951	HOM6	HOM6		337829	325728	349803	242507	210571	210283
orf19.2952	orf19.2952	EXG2	EXG2		109766	112026	107385	287904	267908	254471
orf19.2953	orf19.2953	TOM20	TOM20		343676	294085	372558	265662	222202	249175
orf19.2954	orf19.2954	orf19.2954	orf19.2954		53392.4	41529.3	47501	17697.1	22778.9	22531.8
orf19.2956	orf19.2956	MGM101	MGM101		14297.3	14174.4	12836.1	15397.6	14730.9	15448.8
orf19.2959.1	orf19.2959.1	orf19.2959.1	orf19.2959.1		72.0985				752.201	667.485
orf19.2960	orf19.2960	FRS2	FRS2		480357	478077	496106	312218	286269	308144
orf19.2961	orf19.2961	orf19.2961	orf19.2961		31264.1	30268.8	30795.4	52142	48463.1	50709
orf19.2962	orf19.2962	orf19.2962	orf19.2962				2301.64	10583.2	11321.5	10575.5
orf19.2963	orf19.2963	orf19.2963	orf19.2963		6265.37	8903.51	8166.27	11977	7464.27	9497.19
orf19.2964	orf19.2964	orf19.2964	orf19.2964		93630.5	97153.7	102437	78149.8	117439	116495
orf19.2965	orf19.2965	orf19.2965	orf19.2965		989450	860226	525645	961628	751951	1.16453e+06
orf19.2966	orf19.2966	orf19.2966	orf19.2966		115446	115268	121016	187039	175097	153004
orf19.2967	orf19.2967	TIF34	TIF34		876661	937510	906259	818952	814017	721397
orf19.2969	orf19.2969	RAD16	RAD16		29000	21888.8	27851.3	55291.2	57244.6	79447.1
orf19.297	orf19.297;orf19.279	DTD2	DTD2		37739.1	33529.9	34092.9	59922.9	75849.8	69682
orf19.2970	orf19.2970	LYS2	LYS2		92431.9	71706.7	77533.2	45633.8	69885.8	73931.5
orf19.2971	orf19.2971	orf19.2971	orf19.2971		2409.84	3001.04	2983.59	3166.03	3485.22	4845.01
orf19.2972	orf19.2972	PDE2	PDE2		9183.86	7961.9	9190.1	5477.19	10202.4	10701.6
orf19.2973	orf19.2973	orf19.2973	orf19.2973		59770.6	62673.3	51989.2	59248.7	52059	64428.5
orf19.2974	orf19.2974	YKT6	YKT6		345025	303863	318962	230180	188277	208123
orf19.2975	orf19.2975	YPT7	YPT7		6316.44	8004.4	9382.06	12750.5	6095.77	13848.3
orf19.2977	orf19.2977	MIA40	MIA40		105085	81080.7	108024	140266	166119	134584
orf19.2978	orf19.2978	orf19.2978	orf19.2978		5288.54	84881.1	5938.37	5892.45	6831	44629.3
orf19.2980	orf19.2980	orf19.2980	orf19.2980		6899.79	6414.04	6760.68	5288.35	4951.37	5436.25
orf19.2982	orf19.2982	orf19.2982	orf19.2982		6608.59	6377.04	7603.67	19941.5	18565.9	18704.7
orf19.2983	orf19.2983	CDC73	CDC73		55955.2	53297.9	60975.8	62318.7	57229.7	62309.9
orf19.2984	orf19.2984	MST1	MST1		25123.8	24793.5	28086	31535.4	24111.5	25372.4
orf19.2985	orf19.2985	orf19.2985	orf19.2985		29763.6	19639.8	25898.2	38187.9	36284.5	27452.9
orf19.2988	orf19.2988	orf19.2988	orf19.2988		54550.9	41665.9	42049.4	16957.7	23895.4	24811.2
orf19.2989	orf19.2989	GOR1	GOR1		92156.7	90663.7	89501.2	120618	114523	93970
orf19.299	orf19.299	ECM14	ECM14		10904.3	10908.3	10268.7	14788.2	15661	16457.2
orf19.2990	orf19.2990	XOG1	XOG1		11244.8	11169.9	13515.5	24576.5	23406.7	19430.5
orf19.2992	orf19.2992	RPP1A	RPP1A		1.13848e+06	1.28863e+06	239866	1.04906e+06	1.11874e+06	959238
orf19.2994	orf19.2994	RPL13	RPL13		338091	247835	346014	112977	132761	120462
orf19.2994.1	orf19.2994.1	RPS16A	RPS16A		608180	542821	547272	194823	260149	255462
orf19.2995	orf19.2995	orf19.2995	orf19.2995		2701.35	5482.94	4734.87	5193.54	4420.64	6223.23
orf19.2996	orf19.2996	orf19.2996	orf19.2996		2296.26	2727.11	3010.61	2204.82	2951.6	5014.5
orf19.2998	orf19.2998	TSR2	TSR2		20996	25320.8	26982.9	18215.2	8185.43	11135.1
orf19.30	orf19.30	SPF1	SPF1		77393.5	57969.4	67917.5	72857.9	115701	128547
orf19.300	orf19.300	AIP2	AIP2		63039.5	69262.5	69218.5	74263.6	74046.6	108222
orf19.3000	orf19.3000	ORC1	ORC1		16518.5	14198	16348.8	10950.8	14764.5	16455.6
orf19.3001	orf19.3001	TEM1	TEM1		18218.3	22697.6	17040.7	16403.9	22356.1	29986.5
orf19.3002	orf19.3002	RPS1	RPS1		460919	390696	461716	209780	309645	322784
orf19.3003	orf19.3003	orf19.3003	orf19.3003		149849	111690	120179	122169	162487	186426
orf19.3003.1	orf19.3003.1	RPL6	RPL6		1.59466e+06	1.24286e+06	1.39082e+06	395696	466041	488366
orf19.3004	orf19.3004	orf19.3004	orf19.3004		19999.7	25771	23792.4	18325.6	17124.6	16383.8
orf19.3006	orf19.3006	GGA2	GGA2		67564.4	68725.4	57902.9	102370	96258.5	112909
orf19.3007	orf19.3007	orf19.3007	orf19.3007		10132.8	11969.4	15069.2	68593.3	56728.2	54971.7
orf19.3007.2	orf19.3007.2	orf19.3007.2	orf19.3007.2		11039.7	5787.29	7592.53	7614.34	19546.9	15881.3
orf19.3008	orf19.3008	COQ4	COQ4		20818	21037.1	21990.5	11742.7	10198.4	12194.4
orf19.3010	orf19.3010	orf19.3010	orf19.3010		3300.74	2997.35	3162.98	2972.1		3304.34
orf19.3010.1	orf19.3010.1	ECM33	ECM33		818662	926088	816477	1.28865e+06	1.23333e+06	1.12362e+06
orf19.3012	orf19.3012	ARO80	ARO80		7591.56	5583.35	6308.91	9086.95	7806.63	9702.55
